StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,FanDuelSalary,DraftKingsSalary,FantasyDataSalary,YahooSalary,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelPosition,DraftKingsPosition,YahooPosition,OpponentRank,OpponentPositionRank,GlobalTeamID,FantasyDraftSalary,FantasyDraftPosition,GameID,OpponentID,Opponent,Day,DateTime,HomeOrAway,IsGameOver,GlobalGameID,GlobalOpponentID,Updated,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingAttempts,TrueShootingPercentage,PlayerEfficiencyRating,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,FantasyPointsFanDuel,FantasyPointsDraftKings,FantasyPointsYahoo,PlusMinus,DoubleDoubles,TripleDoubles,FantasyPointsFantasyDraft,IsClosed,LineupConfirmed,LineupStatus
1533529,8,20003084,1,2026,Jalen Wilson,BKN,SF,0,4853.0,4044.0,4044.0,15.0,Scrambled,Scrambled,,Scrambled,SF,PF,PF,18,5,20000008,,Scrambled,23199,5,ORL,2026-02-05T00:00:00,2026-02-05T19:00:00,AWAY,True,20023199,20000005,2026-02-05T22:01:49,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,Scrambled
1533531,8,20002861,1,2026,Ochai Agbaji,BKN,SG,0,4853.0,4044.0,4044.0,13.0,Scrambled,Scrambled,2026-02-04T00:00:00,Scrambled,SG,SF/PF,SF,18,15,20000008,,Scrambled,23199,5,ORL,2026-02-05T00:00:00,2026-02-05T19:00:00,AWAY,True,20023199,20000005,2026-02-05T23:18:42,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,Scrambled
1533532,8,20002953,1,2026,Tyson Etienne,BKN,PG,0,4718.0,4044.0,4044.0,13.0,Scrambled,Scrambled,,Scrambled,PG,SG,PG,18,34,20000008,,Scrambled,23199,5,ORL,2026-02-05T00:00:00,2026-02-05T19:00:00,AWAY,True,20023199,20000005,2026-02-05T22:01:49,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,Scrambled
1533533,8,20003529,1,2026,Chaney Johnson,BKN,PF,0,4718.0,4044.0,4044.0,13.0,Scrambled,Scrambled,,Scrambled,SF,PF,PF,18,20,20000008,,Scrambled,23199,5,ORL,2026-02-05T00:00:00,2026-02-05T19:00:00,AWAY,True,20023199,20000005,2026-02-05T22:47:49,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,Scrambled
1533534,8,20002887,1,2026,E.J. Liddell,BKN,PF,0,4718.0,4044.0,4044.0,13.0,Scrambled,Scrambled,,Scrambled,PF,PF/C,C,18,20,20000008,,Scrambled,23199,5,ORL,2026-02-05T00:00:00,2026-02-05T19:00:00,AWAY,True,20023199,20000005,2026-02-05T22:47:49,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,Scrambled
1533535,8,20002930,1,2026,Tyrese Martin,BKN,SG,0,4988.0,4044.0,4044.0,20.0,Scrambled,Scrambled,2026-02-05T00:00:00,Scrambled,SG/SF,PG/SG,SF,18,15,20000008,,Scrambled,23199,5,ORL,2026-02-05T00:00:00,2026-02-05T19:00:00,AWAY,True,20023199,20000005,2026-02-05T23:18:42,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,Scrambled
1533501,14,20002667,1,2026,Cade Cunningham,DET,PG,1,14289.0,13750.0,13750.0,69.0,Scrambled,Scrambled,,Scrambled,PG,PG,PG,39,40,20000014,,Scrambled,23198,1,WAS,2026-02-05T00:00:00,2026-02-05T19:00:00,HOME,True,20023198,20000001,2026-02-08T04:00:12,1,66.9,50,40,13.5,28.3,64.2,64.2,13.5,24.3,74.9,0.0,5.5,0.0,13.5,17.5,103.7,3.6,10.9,10.8,11.1,23.5,16.0,10.8,0.0,1.8,7.3,3.6,40.4,36.0,76.3,38.4,48.9,0.0,4.7,17.6,45.1,68.2,70.1,68.2,-21.6,0.0,0.0,70.1,True,True,Scrambled
1533515,14,20003036,1,2026,Ausar Thompson,DET,SG,1,8492.0,7684.0,7684.0,38.0,Scrambled,Scrambled,,Scrambled,SF/SG,SF,SF,39,40,20000014,,Scrambled,23198,1,WAS,2026-02-05T00:00:00,2026-02-05T19:00:00,HOME,True,20023198,20000001,2026-02-08T04:00:12,1,51.6,43,63,9.1,10.8,84.2,84.2,9.1,10.8,84.2,0.0,0.0,0.0,5.5,7.3,101.1,7.3,9.1,12.1,18.8,22.4,20.7,5.5,7.3,3.6,3.6,7.3,17.5,13.2,87.6,36.4,17.6,10.5,10.6,22.9,19.7,59.7,53.6,59.7,-6.7,0.0,0.0,53.6,True,True,Scrambled
1533504,14,20003214,1,2026,Ron Holland II,DET,SF,0,5257.0,5257.0,5257.0,26.0,Scrambled,Scrambled,,Scrambled,PF/SF,PF,SF,39,40,20000014,,Scrambled,23198,1,WAS,2026-02-05T00:00:00,2026-02-05T19:00:00,HOME,True,20023198,20000001,2026-02-08T04:00:12,1,40.4,32,58,7.3,12.1,59.9,59.9,7.3,12.7,77.0,0.0,3.6,0.0,5.5,7.3,101.1,7.3,10.9,13.5,24.9,35.7,30.4,3.6,1.8,1.8,0.0,1.8,14.8,14.5,67.4,35.9,15.7,3.5,7.1,0.0,24.0,43.1,43.1,43.1,5.5,1.8,0.0,43.1,True,True,Scrambled
1533511,14,20002057,1,2026,Duncan Robinson,DET,SG,1,5392.0,5931.0,5931.0,28.0,Scrambled,Scrambled,,Scrambled,SG/SF,SG,SF,39,34,20000014,,Scrambled,23198,1,WAS,2026-02-05T00:00:00,2026-02-05T19:00:00,HOME,True,20023198,20000001,2026-02-08T04:00:12,1,34.0,40,24,10.9,20.2,53.9,80.9,0.0,0.0,0.0,10.9,20.2,53.9,5.5,5.5,134.8,0.0,1.8,1.8,0.0,6.5,3.3,3.6,0.0,0.0,0.0,1.8,28.3,22.0,85.7,30.3,13.5,0.0,0.0,0.0,29.6,34.0,38.1,34.0,-9.4,0.0,0.0,38.1,True,True,Scrambled
1533508,14,20001707,1,2026,Caris LeVert,DET,SF,0,5122.0,4988.0,4988.0,24.0,Scrambled,Scrambled,,Scrambled,SG/SF,SG/SF,SG,39,40,20000014,,Scrambled,23198,1,WAS,2026-02-05T00:00:00,2026-02-05T19:00:00,HOME,True,20023198,20000001,2026-02-08T04:00:12,1,24.1,22,13,5.5,12.7,57.8,57.8,5.5,9.1,80.9,0.0,3.6,0.0,1.8,1.8,134.8,1.8,1.8,3.6,12.9,12.3,12.6,5.5,1.8,1.8,0.0,5.5,12.7,10.0,63.0,29.0,37.6,5.3,10.8,0.0,25.4,26.8,24.3,26.8,-5.4,0.0,0.0,24.3,True,True,Scrambled
1533513,14,20003069,1,2026,Marcus Sasser,DET,PG,0,4988.0,4044.0,4044.0,16.0,Scrambled,Scrambled,,Scrambled,PG,PG,SG,39,40,20000014,,Scrambled,23198,1,WAS,2026-02-05T00:00:00,2026-02-05T19:00:00,HOME,True,20023198,20000001,2026-02-08T04:00:12,1,21.4,18,73,5.5,10.9,67.4,89.9,1.8,3.6,67.4,3.6,7.3,67.4,0.0,0.0,0.0,0.0,3.6,3.6,0.0,21.2,10.8,5.5,1.8,0.0,1.8,1.8,10.8,10.9,89.9,34.9,45.6,6.2,0.0,19.2,27.7,22.8,23.6,22.8,3.6,0.0,0.0,23.6,True,True,Scrambled
1533503,14,20002200,1,2026,Javonte Green,DET,SG,0,4988.0,4448.0,4448.0,20.0,Scrambled,Scrambled,,Scrambled,SF,SG/SF,SG,39,34,20000014,,Scrambled,23198,1,WAS,2026-02-05T00:00:00,2026-02-05T19:00:00,HOME,True,20023198,20000001,2026-02-08T04:00:12,1,19.7,24,30,5.5,10.9,67.4,89.9,3.6,3.6,134.8,1.8,7.3,33.7,1.8,3.6,67.4,1.8,3.6,5.5,11.3,16.0,12.3,0.0,5.5,0.0,5.5,0.0,10.8,12.5,77.0,21.1,0.0,10.4,0.0,40.9,29.6,23.7,22.6,23.7,-2.7,0.0,0.0,22.6,True,True,Scrambled
1533510,14,20002584,1,2026,Paul Reed,DET,PF,0,5796.0,4044.0,4044.0,22.0,Scrambled,Scrambled,,Scrambled,C,C,C,39,38,20000014,,Scrambled,23198,1,WAS,2026-02-05T00:00:00,2026-02-05T19:00:00,HOME,True,20023198,20000001,2026-02-08T04:00:12,1,16.2,18,20,5.5,7.3,101.1,101.1,5.5,7.3,101.1,0.0,0.0,0.0,1.8,3.6,67.4,3.6,5.5,9.1,23.3,33.3,28.4,0.0,0.0,0.0,1.8,1.8,12.7,8.9,94.4,30.2,0.0,0.0,0.0,22.9,24.4,16.2,17.2,16.2,0.0,0.0,0.0,17.2,True,True,Scrambled
1533502,14,20002875,1,2026,Jalen Duren,DET,C,1,10245.0,10380.0,10380.0,50.0,Scrambled,Scrambled,2026-02-05T00:00:00,Scrambled,C,C,C,39,39,20000014,,Scrambled,23198,1,WAS,2026-02-05T00:00:00,2026-02-05T19:00:00,HOME,True,20023198,20000001,2026-02-08T04:00:12,1,10.2,16,53,3.6,10.9,44.9,44.9,3.6,10.9,44.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,0.0,34.9,17.8,0.0,0.0,0.0,3.6,1.8,7.3,10.9,44.9,-7.0,0.0,0.0,0.0,33.7,34.8,10.2,12.3,10.2,-20.2,0.0,0.0,12.3,True,True,Scrambled
1533509,14,20002895,1,2026,Wendell Moore Jr.,DET,SG,0,4718.0,4044.0,4044.0,13.0,Scrambled,Scrambled,,Scrambled,SF,SF,SG,39,34,20000014,,Scrambled,23198,1,WAS,2026-02-05T00:00:00,2026-02-05T19:00:00,HOME,True,20023198,20000001,2026-02-08T04:00:12,1,9.4,9,55,1.8,1.8,134.8,134.8,1.8,1.8,134.8,0.0,0.0,0.0,3.6,3.6,134.8,0.0,1.8,1.8,0.0,25.9,13.2,0.0,0.0,0.0,0.0,0.0,7.3,3.4,134.8,46.1,0.0,0.0,0.0,0.0,18.2,9.4,9.5,9.4,12.1,0.0,0.0,9.5,True,True,Scrambled
1533505,14,20001993,1,2026,Kevin Huerter,DET,SG,0,7010.0,5662.0,5662.0,30.0,Scrambled,Scrambled,,Scrambled,SF/SG,SG/SF,SG,39,34,20000014,,Scrambled,23198,1,WAS,2026-02-05T00:00:00,2026-02-05T19:00:00,HOME,True,20023198,20000001,2026-02-08T04:00:12,1,8.5,9,78,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.0,24.6,12.6,1.8,1.8,0.0,0.0,1.8,0.0,3.6,0.0,2.3,26.4,10.7,0.0,0.0,18.5,10.4,8.6,10.4,-9.4,0.0,0.0,8.6,True,True,Scrambled
1533514,14,20002541,1,2026,Isaiah Stewart,DET,PF,1,6740.0,5931.0,5931.0,32.0,Scrambled,Scrambled,,Scrambled,C/PF,PF/C,PF,39,38,20000014,,Scrambled,23198,1,WAS,2026-02-05T00:00:00,2026-02-05T19:00:00,HOME,True,20023198,20000001,2026-02-08T04:00:12,1,8.0,38,62,1.8,5.5,44.9,44.9,1.8,3.6,67.4,0.0,1.8,0.0,3.6,3.6,134.8,0.0,3.6,3.6,0.0,10.2,7.1,0.0,0.0,0.0,3.6,3.6,7.3,7.1,67.4,-0.5,0.0,0.0,0.0,45.8,11.2,8.0,10.0,8.0,-4.0,0.0,0.0,10.0,True,True,Scrambled
1533506,14,20003063,1,2026,Bobi Klintman,DET,PF,0,4718.0,4044.0,4044.0,13.0,Scrambled,Scrambled,,Scrambled,PF,PF,SF,39,38,20000014,,Scrambled,23198,1,WAS,2026-02-05T00:00:00,2026-02-05T19:00:00,HOME,True,20023198,20000001,2026-02-05T21:33:23,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,Scrambled
1533507,14,20003482,1,2026,Chaz Lanier,DET,SG,0,4718.0,4044.0,4044.0,13.0,Scrambled,Scrambled,,Scrambled,SG,SG/SF,SG,39,34,20000014,,Scrambled,23198,1,WAS,2026-02-05T00:00:00,2026-02-05T19:00:00,HOME,True,20023198,20000001,2026-02-05T21:33:23,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,Scrambled
1533512,14,20001597,1,2026,Dario Šarić,DET,PF,0,4718.0,4044.0,4044.0,13.0,Scrambled,Scrambled,2026-02-02T00:00:00,Scrambled,C,PF/C,C,39,38,20000014,,Scrambled,23198,1,WAS,2026-02-05T00:00:00,2026-02-05T19:00:00,HOME,True,20023198,20000001,2026-02-05T22:16:26,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,Scrambled
1533516,14,20000676,1,2026,Tobias Harris,DET,SF,0,7414.0,7010.0,7010.0,32.0,Scrambled,Scrambled,2026-02-04T00:00:00,Scrambled,PF/SF,PF,SF,39,40,20000014,,Scrambled,23198,1,WAS,2026-02-05T00:00:00,2026-02-05T19:00:00,HOME,True,20023198,20000001,2026-02-05T22:16:26,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,Scrambled
1533517,14,20003269,1,2026,Daniss Jenkins,DET,PG,0,6605.0,5392.0,5392.0,22.0,Scrambled,Scrambled,,Scrambled,PG/SG,PG,PG,39,40,20000014,,Scrambled,23198,1,WAS,2026-02-05T00:00:00,2026-02-05T19:00:00,HOME,True,20023198,20000001,2026-02-05T21:33:23,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,Scrambled
1533518,14,20003430,1,2026,Tolu Smith,DET,PF,0,4853.0,4044.0,4044.0,18.0,Scrambled,Scrambled,,Scrambled,PF,C,C,39,38,20000014,,Scrambled,23198,1,WAS,2026-02-05T00:00:00,2026-02-05T19:00:00,HOME,True,20023198,20000001,2026-02-05T21:33:23,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,Scrambled
1533540,5,20002670,1,2026,Jalen Suggs,ORL,SG,1,8627.0,8088.0,8088.0,40.0,Scrambled,Scrambled,,Scrambled,PG/SG,PG,SG,24,12,20000005,,Scrambled,23199,8,BKN,2026-02-05T00:00:00,2026-02-05T19:00:00,HOME,True,20023199,20000008,2026-02-08T04:00:12,1,75.1,39,11,10.9,12.1,89.9,119.8,5.5,7.3,101.1,5.5,9.1,80.9,0.0,0.0,0.0,3.6,12.1,14.8,13.1,45.5,31.4,14.8,5.5,7.3,5.5,0.0,20.2,12.1,112.3,60.3,71.7,9.2,20.7,33.7,25.0,84.5,85.9,84.5,32.4,1.8,1.8,83.9,True,True,Scrambled
1533537,5,20002555,1,2026,Desmond Bane,ORL,SG,1,9436.0,9166.0,9166.0,44.0,Scrambled,Scrambled,,Scrambled,SG/SF,SG,SG,24,30,20000005,,Scrambled,23199,8,BKN,2026-02-05T00:00:00,2026-02-05T19:00:00,HOME,True,20023199,20000008,2026-02-08T04:00:12,1,52.0,42,63,12.7,18.9,67.4,77.0,10.9,12.7,115.5,1.8,12.7,19.3,10.8,12.1,119.8,0.0,5.5,5.5,0.0,13.9,10.5,7.3,7.3,0.0,3.6,0.0,31.0,24.2,86.1,43.4,24.4,11.3,0.0,13.5,38.0,57.4,54.3,57.4,27.0,0.0,0.0,54.3,True,True,Scrambled
